patient_id,name,id_card,gender,age,department,diagnosis
P101904,梁秀,4500226197310267382,female,51,神经内科,肺炎; 贫血
P101905,蔡颖,3701225193102137929,female,93,心内科,胃炎
P101906,苏毅,1200207196612256819,male,58,消化内科,甲状腺功能减退; 心力衰竭
P101907,江辉亮,3700825198706190699,male,37,康复科,甲状腺功能亢进; 肺炎; 胆囊炎
P101908,方鹏军,2300311199402078255,male,30,肾内科,急性上呼吸道感染
P101909,蒋刚洋,3701803194901158510,male,75,外科,痛风; 带状疱疹
P101910,卢婷,5301011193607083801,female,88,感染科,甲状腺功能亢进
P101911,高海,1500214193905113919,male,85,耳鼻喉科,胃炎; 2型糖尿病; 痛风
P101912,阎龙,4200506201812248554,male,6,儿科,消化性溃疡; 慢性阻塞性肺病
P101913,夏晨,410123020041126817X,male,20,骨科,支气管哮喘; 肾功能不全
P101914,金鹏,1100112196102247234,male,63,儿科,尿路感染; 复查
P101915,林轩,1100221202303058477,male,1,消化内科,复查
P101916,邓鹏,1301011195410122311,male,70,内分泌科,2型糖尿病; 肾功能不全
P101917,李佳雯,3601228202305013868,female,1,消化内科,慢性阻塞性肺病
P101918,陈晴燕,3301413196010178841,female,64,心内科,支气管哮喘
P101919,魏怡,4201715198908179366,female,35,肾内科,脑梗死
P101920,冯龙,6301901200803051115,male,16,感染科,甲状腺功能减退; 支气管哮喘
P101921,沈志,4402001199202252791,male,32,内科,消化性溃疡
P101922,熊晴,2101910193504183900,female,89,眼科,消化性溃疡; 心力衰竭
P101923,崔静,2301912199203181164,female,32,普外科,急性上呼吸道感染
P101924,萧玲,6401725198309096668,female,41,皮肤科,痛风
P101925,阎桂,5100628198511182085,female,39,骨科,高血压; 消化性溃疡
P101926,罗华磊,3601824196709113876,male,57,普外科,复查; 2型糖尿病; 慢性阻塞性肺病
P101927,蒋雯荣,4401611194006271806,female,84,呼吸内科,甲状腺功能减退
P101928,石浩,500063019610620649X,male,63,普外科,术前检查
P101929,孙丽,6500614199007225647,female,34,老年科,消化性溃疡
P101930,钟莉荣,6101225197206038269,female,52,神经内科,慢性阻塞性肺病; 健康体检
P101931,曹芳,4200602202306241462,female,1,感染科,冠心病
P101932,蒋睿,1501709197805059795,male,46,感染科,肝硬化; 贫血
P101933,阎欣,5000203196705148189,female,57,外科,类风湿关节炎
P101934,吕轩宇,3401713194412085174,male,80,妇产科,胆囊炎; 心力衰竭; 房颤
P101935,李琳桂,410093019571014956X,female,67,皮肤科,复查; 肝功能异常
P101936,蔡飞博,5200523198102206754,male,43,肿瘤科,肾功能不全
P101937,陈英,6500718194706243102,female,77,口腔科,阑尾炎
P101938,孔玲英,4501213197005076188,female,54,消化内科,慢性阻塞性肺病
P101939,任轩,3300322193208277292,male,92,妇产科,肺炎; 术前检查
P101940,叶颖妍,6201020197505049920,female,49,内分泌科,胃炎
P101941,沈彤,6101122196204177360,female,62,消化内科,高脂血症
P101942,阎婷,3202009202406118327,female,0,皮肤科,骨折; 高脂血症
P101943,谭霞欣,1101909195303249885,female,71,外科,脑梗死
P101944,胡琳晴,120040419800122424X,female,44,泌尿外科,骨折
P101945,史莉丽,4301605193705232244,female,87,肾内科,阑尾炎
P101946,邓霞荣,320041319601116684X,female,64,皮肤科,类风湿关节炎
P101947,罗云,1101926197206184468,female,52,康复科,复查
P101948,廖霞,3100425197909252460,female,45,骨科,肝硬化
P101949,张兰霞,5200409198808219368,female,36,口腔科,脑梗死
P101950,郭雯婷,2201610198209234766,female,42,外科,2型糖尿病
P101951,江龙勇,5100225196411011375,male,60,康复科,支气管哮喘
P101952,康荣,2101711197012204000,female,54,血液科,肾功能不全; 消化性溃疡; 带状疱疹
P101953,孔天,6201416197606073055,male,48,口腔科,痛风; 冠心病
P101954,黄璐悦,2301227197502071326,female,49,耳鼻喉科,房颤
P101955,杨嘉,3202008195308215573,male,71,口腔科,胆囊炎; 产检; 痛风
P101956,周荣,5100230201911015827,female,5,感染科,高脂血症
P101957,白桂娟,3600829197303229364,female,51,感染科,心力衰竭
P101958,高晨,1300522197010041632,male,54,感染科,肺炎; 心力衰竭
P101959,蒋亮,6201819201710161850,male,7,感染科,肝硬化; 慢性阻塞性肺病
P101960,任莉,2101222199512074042,female,29,神经内科,消化性溃疡; 胃炎; 阑尾炎
P101961,董龙,1500207200611117092,male,18,妇产科,类风湿关节炎; 健康体检
P101962,邹兰,3101322197508031725,female,49,内科,心力衰竭; 脑梗死; 甲状腺功能减退
P101963,蒋文,2101807195503154910,male,69,心内科,产检
P101964,彭璐,5101614202001141383,female,4,呼吸内科,支气管哮喘; 肾功能不全
P101965,张洁,210041619811114180X,female,43,神经内科,慢性阻塞性肺病
P101966,吕杰,6500613195101083857,male,73,感染科,高脂血症
P101967,吕霞,6500820201806238704,female,6,血液科,心力衰竭; 冠心病
P101968,王红雪,3700204195512207007,female,69,康复科,胃炎; 甲状腺功能减退
P101969,郝桂,2100411198308093104,female,41,耳鼻喉科,慢性阻塞性肺病
P101970,贾亮,4400118202302149097,male,1,泌尿外科,房颤
P101971,高嘉翔,320072219590927791X,male,65,内科,健康体检
P101972,蒋军,2201204199807190331,male,26,康复科,急性上呼吸道感染
P101973,罗毅军,4401619197209217412,male,52,呼吸内科,术前检查
P101974,谭俊俊,3601715197701120790,male,47,神经内科,心力衰竭
P101975,张雪倩,4301911199911212622,female,25,泌尿外科,心力衰竭
P101976,白健,6400201196911144959,male,55,呼吸内科,术前检查
P101977,徐志,440142420230309927X,male,1,内分泌科,复查; 心力衰竭; 阑尾炎
P101978,张博,3201524193101192717,male,93,新生儿科,尿路感染
P101979,李雪,6101929200508204680,female,19,中医科,产检; 痛风
P101980,朱杰睿,320121419740812437X,male,50,儿科,术前检查
P101981,梁龙,5100125199006092695,male,34,内科,心力衰竭; 支气管哮喘
P101982,夏芳,2101403196512202788,female,59,儿科,产检; 冠心病; 健康体检
P101983,姜瑶,4401929195911075229,female,65,血液科,术前检查
P101984,田勇,1400518201104127675,male,13,骨科,冠心病
P101985,郝英英,6200507198504027883,female,39,呼吸内科,支气管哮喘
P101986,杜强,5200822194610090071,male,78,耳鼻喉科,肝功能异常
P101987,贾鑫,3200305195903206459,male,65,呼吸内科,急性上呼吸道感染
P101988,阎建轩,3300804198908251494,male,35,皮肤科,高血压; 心力衰竭
P101989,薛泽,2301514194201119752,male,82,儿科,2型糖尿病
P101990,白怡,1100602196909132984,female,55,儿科,脑梗死
P101991,石磊,3501430200706182695,male,17,老年科,肝功能异常
P101992,崔琪,6300309199008072045,female,34,眼科,痛风
P101993,康涛,1401401197105103030,male,53,老年科,高血压
P101994,张娟敏,5100305199105110229,female,33,口腔科,高血压
P101995,姚翔文,4500522201409168912,male,10,外科,房颤; 慢性阻塞性肺病
P101996,林璐娟,5101915194703133245,female,77,骨科,骨折; 慢性阻塞性肺病
P101997,石毅,1101912198904076474,male,35,儿科,类风湿关节炎; 慢性阻塞性肺病; 高血压
P101998,杨燕,1501316198703080945,female,37,康复科,阑尾炎; 胃炎
P101999,张霞霞,4100501196810287925,female,56,肾内科,肝功能异常
